rank,priority_tier,lead_score,conversion_probability,address,city,zip_code,lat,lon,hail_size,roof_age,property_value,square_footage,social_trigger,social_pressure_score,nearby_permits_6mo,agent4_recommendation,agent5_recommendation,trigger_description,sii_score,risk_score,primary_persona,property_id,storm_id
2469,A,89.8,0.09555000000000001,2418 Main St,Dallas,75230.0,32.76235970848503,-96.78182880963759,2.2,43,227837,1299,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,71.78477809573553,56.5777700229614,Proof_Seeker,prop_01418,STORM_DFW_20260128
2470,A,89.8,0.09555000000000001,4989 Main St,Dallas,75209.0,32.88790653663723,-96.83755457110765,2.2,43,224582,1207,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,70.71125000743568,54.4442106691617,Deal_Hunter,prop_03989,STORM_DFW_20260128
2471,A,89.8,0.09555000000000001,2232 Main St,Dallas,75228.0,32.69063141120753,-96.74393831725172,2.2,34,227270,4023,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,73.28654120787672,66.48322397720348,Status_Conscious,prop_01232,STORM_DFW_20260128
2472,A,89.8,0.09555000000000001,4437 Main St,Dallas,75248.0,32.80575556306633,-96.76000566987229,2.2,29,285064,2408,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,94.79634839611222,88.03709175162359,Proof_Seeker,prop_03437,STORM_DFW_20260128
2473,A,89.8,0.09555000000000001,1335 Main St,Dallas,75218.0,32.63891864069569,-96.77060251116085,2.2,32,248792,2415,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,64.93092185669185,68.34056689591367,Status_Conscious,prop_00335,STORM_DFW_20260128
2474,A,89.8,0.09555000000000001,3990 Main St,Dallas,75202.0,32.68047668357234,-96.77903284044626,2.2,68,265963,1536,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,105.89781699060984,89.76778640158429,Proof_Seeker,prop_02990,STORM_DFW_20260128
2475,A,89.8,0.09555000000000001,2202 Main St,Dallas,75217.0,32.6333370654587,-96.65955856405864,2.2,41,296129,2970,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,93.0283593396892,87.17650387137925,Proof_Seeker,prop_01202,STORM_DFW_20260128
2476,A,89.8,0.09555000000000001,4032 Main St,Dallas,75228.0,32.851981939508995,-96.93317924909735,2.2,26,226377,3130,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,68.69609734142091,63.51753850650299,Status_Conscious,prop_03032,STORM_DFW_20260128
2477,A,89.8,0.09555000000000001,3954 Main St,Dallas,75241.0,32.90299835632897,-96.86589542285132,2.2,55,278780,2604,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,107.22631146764635,77.06284004135328,Deal_Hunter,prop_02954,STORM_DFW_20260128
2478,A,89.8,0.09555000000000001,1149 Main St,Dallas,75223.0,32.71029393927098,-96.75756236222509,2.2,50,209614,2299,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,102.80566018627754,86.39379982995705,Family_Protector,prop_00149,STORM_DFW_20260128
2479,A,89.8,0.09555000000000001,3354 Main St,Dallas,75249.0,32.843891916639826,-96.71869820511513,2.2,70,202110,3199,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,74.10485139200503,60.193921971377655,Status_Conscious,prop_02354,STORM_DFW_20260128
2480,A,89.8,0.09555000000000001,1599 Main St,Dallas,75235.0,32.63896058487994,-96.75652800225404,2.2,35,255257,4259,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 2 recent improvement permits in area,70.02364127238914,57.25831348837991,Deal_Hunter,prop_00599,STORM_DFW_20260128
2481,A,89.8,0.09555000000000001,4872 Main St,Dallas,75210.0,32.67374381159504,-96.72718297537601,2.2,62,285563,1900,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,106.97906028429608,99.58030907169903,Deal_Hunter,prop_03872,STORM_DFW_20260128
2482,A,89.8,0.09555000000000001,3651 Main St,Dallas,75253.0,32.73731215125944,-96.66755288392432,2.2,40,249223,1485,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 2 recent improvement permits in area,68.27035503444186,55.86262691568799,Family_Protector,prop_02651,STORM_DFW_20260128
2483,A,89.8,0.09555000000000001,2670 Main St,Dallas,75202.0,32.74088698804297,-96.88377107017102,2.2,51,200212,1159,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 2 recent improvement permits in area,69.42678434813763,60.70525403833961,Family_Protector,prop_01670,STORM_DFW_20260128
2484,A,89.8,0.09555000000000001,4509 Main St,Dallas,75237.0,32.64541822057948,-96.69476447841826,2.2,53,230509,4380,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 2 recent improvement permits in area,102.10845460373528,73.22253754827295,Proof_Seeker,prop_03509,STORM_DFW_20260128
2485,A,89.8,0.09555000000000001,2163 Main St,Dallas,75227.0,32.84975247688748,-96.73850896006356,2.2,40,297349,1275,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,68.92530005193058,55.48131818211774,Family_Protector,prop_01163,STORM_DFW_20260128
2486,A,89.8,0.09555000000000001,1170 Main St,Dallas,75254.0,32.829969308552684,-96.88631181525254,2.2,61,279683,1363,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,105.47601497138068,82.43975565449853,Proof_Seeker,prop_00170,STORM_DFW_20260128
2487,A,89.8,0.09555000000000001,3345 Main St,Dallas,75220.0,32.82727179401687,-96.92116516684808,2.2,46,210535,1466,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,69.3823842274395,59.39209264274952,Deal_Hunter,prop_02345,STORM_DFW_20260128
2488,A,89.8,0.09555000000000001,3336 Main St,Dallas,75253.0,32.76357095268666,-96.74620537509095,2.2,65,205966,2281,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,102.42501192392788,77.19310319448641,Status_Conscious,prop_02336,STORM_DFW_20260128
2489,A,89.8,0.09555000000000001,4431 Main St,Dallas,75202.0,32.92390374711973,-96.76603335930261,2.2,32,210606,3473,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 2 recent improvement permits in area,69.20639233914949,67.6046189173207,Proof_Seeker,prop_03431,STORM_DFW_20260128
2490,A,89.8,0.09555000000000001,4428 Main St,Dallas,75211.0,32.886029974060506,-96.67664671303478,2.2,61,256995,1535,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,91.49625608863911,80.29588003766133,Status_Conscious,prop_03428,STORM_DFW_20260128
2491,A,89.8,0.09555000000000001,5025 Main St,Dallas,75206.0,32.8740051341748,-96.78160478280115,2.2,40,213910,1421,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,74.29614928276669,61.76168236548111,Status_Conscious,prop_04025,STORM_DFW_20260128
2492,A,89.8,0.09555000000000001,1485 Main St,Dallas,75227.0,32.8970474031473,-96.82906346053787,2.2,43,253504,1747,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,94.40112665965896,69.32429188070334,Proof_Seeker,prop_00485,STORM_DFW_20260128
2493,A,89.8,0.09555000000000001,3165 Main St,Dallas,75211.0,32.92043148140454,-96.77235655915557,2.2,65,263156,1464,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,109.76519830787556,85.63630691148005,Proof_Seeker,prop_02165,STORM_DFW_20260128
2494,A,89.8,0.09555000000000001,2178 Main St,Dallas,75223.0,32.8550083707506,-96.70400637689495,2.2,70,277372,2563,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,88.03760571395277,87.50477255473146,Status_Conscious,prop_01178,STORM_DFW_20260128
2495,A,89.8,0.0735,3476 Main St,Dallas,75241.0,32.66589570314704,-96.75686501457581,1.8,16,521303,2086,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,81.8528880050149,64.8648893777428,Status_Conscious,prop_02476,STORM_DFW_20260122
2496,A,89.8,0.09555000000000001,2907 Main St,Dallas,75220.0,32.73708222539062,-96.92241846828856,2.2,50,207502,2822,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,96.8313610407172,83.71564323535934,Status_Conscious,prop_01907,STORM_DFW_20260128
2497,A,89.8,0.09555000000000001,4530 Main St,Dallas,75202.0,32.71021054449879,-96.78876306088348,2.2,47,252481,2924,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 2 recent improvement permits in area,99.27581823816227,87.40617469193396,Status_Conscious,prop_03530,STORM_DFW_20260128
2498,A,89.8,0.09555000000000001,2709 Main St,Dallas,75249.0,32.821760327719446,-96.89763018247119,2.2,52,282341,1491,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 2 recent improvement permits in area,89.26343718465205,84.70160999267067,Deal_Hunter,prop_01709,STORM_DFW_20260128
2499,A,89.8,0.09555000000000001,4206 Main St,Dallas,75202.0,32.88432928380484,-96.74611662303874,2.2,41,272946,1407,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,70.3160409714968,60.43696759757673,Proof_Seeker,prop_03206,STORM_DFW_20260128
2500,A,89.8,0.09555000000000001,3315 Main St,Dallas,75235.0,32.66614673596939,-96.87712944840516,2.2,55,229347,1242,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 2 recent improvement permits in area,76.19540826268015,55.1342203600498,Family_Protector,prop_02315,STORM_DFW_20260128
2501,A,89.8,0.09555000000000001,2127 Main St,Dallas,75208.0,32.74923596392121,-96.90064375100285,2.2,36,218058,4463,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,76.76217962918564,58.33702975821019,Deal_Hunter,prop_01127,STORM_DFW_20260128
2502,A,89.8,0.09555000000000001,2790 Main St,Dallas,75202.0,32.67175070024511,-96.94301563896242,2.2,64,290394,1495,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,107.16533468244172,90.23582315502478,Family_Protector,prop_01790,STORM_DFW_20260128
2503,A,89.8,0.09555000000000001,4815 Main St,Dallas,75226.0,32.79998952630333,-96.71532791723202,2.2,50,241841,1578,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 2 recent improvement permits in area,70.81085214356321,58.78301536619385,Status_Conscious,prop_03815,STORM_DFW_20260128
2504,A,89.8,0.09555000000000001,2748 Main St,Dallas,75226.0,32.85478694693664,-96.74292479350089,2.2,55,203554,4206,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,95.00594063412404,75.23977024386545,Status_Conscious,prop_01748,STORM_DFW_20260128
2505,A,89.8,0.09555000000000001,4380 Main St,Dallas,75241.0,32.737204164138305,-96.74546621892354,2.2,35,270547,3856,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,64.77667909902928,60.78922876623293,Family_Protector,prop_03380,STORM_DFW_20260128
2506,A,89.8,0.09555000000000001,4140 Main St,Dallas,75210.0,32.738033881529034,-96.66378761651572,2.2,52,290700,2638,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 2 recent improvement permits in area,94.83114213895024,76.56978402372948,Deal_Hunter,prop_03140,STORM_DFW_20260128
2507,A,89.8,0.09555000000000001,4158 Main St,Dallas,75226.0,32.8741229712041,-96.8878681883529,2.2,44,228498,1229,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,63.2386319157033,65.70923817920321,Status_Conscious,prop_03158,STORM_DFW_20260128
2508,A,89.8,0.09555000000000001,4644 Main St,Dallas,75204.0,32.854872692736585,-96.70077924775528,2.2,33,242562,1421,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,96.46937957767008,73.32799506351988,Status_Conscious,prop_03644,STORM_DFW_20260128
2509,A,89.8,0.09555000000000001,4641 Main St,Dallas,75235.0,32.89923036556381,-96.81514766586574,2.2,31,228725,2242,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,72.07004129843133,62.947104202428925,Family_Protector,prop_03641,STORM_DFW_20260128
2510,A,89.8,0.09555000000000001,1230 Main St,Dallas,75227.0,32.865143391062496,-96.74373625844487,2.2,45,229410,3205,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,98.66160407204264,84.40233724365753,Proof_Seeker,prop_00230,STORM_DFW_20260128
2511,A,89.8,0.09555000000000001,5079 Main St,Dallas,75248.0,32.69458172900095,-96.9390659292207,2.2,52,248918,1732,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,67.9402421710725,64.82341646274044,Proof_Seeker,prop_04079,STORM_DFW_20260128
2512,A,89.8,0.09555000000000001,4836 Main St,Dallas,75216.0,32.90646646352579,-96.86558558147613,2.2,52,280426,1819,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 2 recent improvement permits in area,95.96052605353142,95.23876881555424,Family_Protector,prop_03836,STORM_DFW_20260128
2513,A,89.8,0.09555000000000001,4818 Main St,Dallas,75235.0,32.87290884823003,-96.81010222285327,2.2,42,268603,1531,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,63.66251624183141,57.18504167195725,Family_Protector,prop_03818,STORM_DFW_20260128
2514,A,89.8,0.09555000000000001,5175 Main St,Dallas,75201.0,32.9253706701472,-96.83056007569932,2.2,36,260499,2273,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,106.09642354162963,92.33443129557128,Family_Protector,prop_04175,STORM_DFW_20260128
2515,A,89.8,0.09555000000000001,2880 Main St,Dallas,75226.0,32.833365590615024,-96.81280917312422,2.2,58,244608,1619,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,88.44819713219583,80.95220803715448,Status_Conscious,prop_01880,STORM_DFW_20260128
2516,A,89.8,0.09555000000000001,1560 Main St,Dallas,75226.0,32.83792393042977,-96.80203037723737,2.2,37,299107,2683,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,76.50094055296233,69.43201045749544,Family_Protector,prop_00560,STORM_DFW_20260128
2517,A,89.8,0.09555000000000001,1914 Main St,Dallas,75209.0,32.79231415425559,-96.86143825919588,2.2,28,229085,4096,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,64.76992557993508,56.30781375364792,Proof_Seeker,prop_00914,STORM_DFW_20260128
2518,A,89.8,0.09555000000000001,1902 Main St,Dallas,75231.0,32.68113063052694,-96.77572788387435,2.2,38,215916,2750,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,69.15688286085327,72.15424822318226,Deal_Hunter,prop_00902,STORM_DFW_20260128
2519,A,89.8,0.09555000000000001,4290 Main St,Dallas,75237.0,32.64679208360758,-96.91419322906715,2.2,65,245635,1903,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,102.33687365357548,84.39965679012695,Proof_Seeker,prop_03290,STORM_DFW_20260128
2520,A,89.8,0.09555000000000001,1836 Main St,Dallas,75235.0,32.90115377032043,-96.7618417318649,2.2,46,200667,3328,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,100.91024713784276,85.04835280190565,Deal_Hunter,prop_00836,STORM_DFW_20260128
2521,A,89.8,0.09555000000000001,1026 Main St,Dallas,75224.0,32.68660213464751,-96.83755325893766,2.2,28,295554,4108,home_pride,45,0,IMMEDIATE_OUTREACH,,🏠 HOME PRIDE: 1 recent improvement permits in area,70.9926630258183,55.23350885391199,Proof_Seeker,prop_00026,STORM_DFW_20260128
2522,A,89.5,0.0999,3429 Main St,Dallas,75228.0,32.8932211016926,-96.73714163887922,2.2,54,154428,3759,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,106.2135006551623,86.47621229575293,Deal_Hunter,prop_02429,STORM_DFW_20260128
2523,A,89.5,0.0999,5160 Main St,Dallas,75217.0,32.78103839832197,-96.70319208698726,2.2,55,197863,1266,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,66.3130504610473,60.27227046201129,Proof_Seeker,prop_04160,STORM_DFW_20260128
2524,A,89.5,0.0999,3849 Main St,Dallas,75209.0,32.73427353845746,-96.80087523670292,2.2,61,153203,3836,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,101.563494457749,73.5279788468909,Family_Protector,prop_02849,STORM_DFW_20260128
2525,A,89.5,0.0999,1638 Main St,Dallas,75206.0,32.707472969284815,-96.93505656816627,2.2,45,190118,1553,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,69.53934349575336,57.67970037207823,Status_Conscious,prop_00638,STORM_DFW_20260128
2526,A,89.5,0.0999,4917 Main St,Dallas,75228.0,32.73044182952312,-96.87434496632187,2.2,46,157236,2266,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,88.17896089495459,78.95788261343387,Family_Protector,prop_03917,STORM_DFW_20260128
2527,A,89.5,0.0999,5124 Main St,Dallas,75204.0,32.8643573584405,-96.92749976331532,2.2,49,190300,2283,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,96.39832775554488,82.19911832939192,Status_Conscious,prop_04124,STORM_DFW_20260128
2528,A,89.5,0.0999,2832 Main St,Dallas,75238.0,32.80142679746217,-96.71032581111024,2.2,69,127667,3848,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,93.02063937072604,80.62463846252899,Family_Protector,prop_01832,STORM_DFW_20260128
2529,A,89.5,0.0999,4341 Main St,Dallas,75207.0,32.80034202635358,-96.92863500255693,2.2,30,187148,2620,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,70.39658401195992,58.81248744377526,Family_Protector,prop_03341,STORM_DFW_20260128
2530,A,89.5,0.0999,3918 Main St,Dallas,75253.0,32.75348875910408,-96.73922815997672,2.2,47,190077,1970,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,88.49266337596593,87.46859891710503,Proof_Seeker,prop_02918,STORM_DFW_20260128
2531,A,89.5,0.0999,1743 Main St,Dallas,75224.0,32.777516117027744,-96.83802339449726,2.2,39,138223,2596,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,68.6507517991557,56.52519596271872,Family_Protector,prop_00743,STORM_DFW_20260128
2532,A,89.5,0.0999,3600 Main St,Dallas,75249.0,32.81556730906752,-96.92987027646645,2.2,46,179824,3234,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,95.77752806442544,79.61851597809886,Proof_Seeker,prop_02600,STORM_DFW_20260128
2533,A,89.5,0.0999,3594 Main St,Dallas,75249.0,32.66956278840182,-96.80678379936562,2.2,44,195607,1142,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,69.24220114723789,57.41656507761271,Deal_Hunter,prop_02594,STORM_DFW_20260128
2534,A,89.5,0.0999,3231 Main St,Dallas,75224.0,32.64114285079351,-96.66461632132796,2.2,40,180701,2313,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,69.72122411190641,57.5652245772712,Deal_Hunter,prop_02231,STORM_DFW_20260128
2535,A,89.5,0.0999,4713 Main St,Dallas,75223.0,32.81350686228494,-96.93221010127725,2.2,53,193680,1549,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,66.6793908278559,64.11368267360328,Proof_Seeker,prop_03713,STORM_DFW_20260128
2536,A,89.5,0.0999,4242 Main St,Dallas,75212.0,32.78897150115142,-96.90673927210209,2.2,47,191587,2362,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,102.51157847064684,85.07639944524175,Proof_Seeker,prop_03242,STORM_DFW_20260128
2537,A,89.5,0.0999,2367 Main St,Dallas,75212.0,32.89940975619969,-96.72940208277923,2.2,59,180089,3038,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,93.19457932946658,87.86533108578911,Status_Conscious,prop_01367,STORM_DFW_20260128
2538,A,89.5,0.0999,2001 Main St,Dallas,75211.0,32.78927028421351,-96.65211593613358,2.2,53,157690,2228,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,93.25957688321766,83.54960704279584,Status_Conscious,prop_01001,STORM_DFW_20260128
2539,A,89.5,0.0999,2007 Main St,Dallas,75226.0,32.8814586954696,-96.81664071100865,2.2,43,182942,3575,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,104.78549006310328,85.77125076655365,Deal_Hunter,prop_01007,STORM_DFW_20260128
2540,A,89.5,0.0999,2061 Main St,Dallas,75237.0,32.92192504075979,-96.69906061715234,2.2,43,195384,1820,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,76.60876953059343,55.80124658803503,Status_Conscious,prop_01061,STORM_DFW_20260128
2541,A,89.5,0.0999,4125 Main St,Dallas,75212.0,32.80871951741523,-96.88886326099299,2.2,47,186997,2180,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,89.35709476128316,72.20969575247246,Proof_Seeker,prop_03125,STORM_DFW_20260128
2542,A,89.5,0.0999,3219 Main St,Dallas,75216.0,32.66047411712358,-96.7954653332768,2.2,60,181729,2515,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,90.2086489570449,72.85012814162681,Status_Conscious,prop_02219,STORM_DFW_20260128
2543,A,89.5,0.0999,1539 Main St,Dallas,75226.0,32.665447824545446,-96.76060081275328,2.2,64,166842,2712,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,63.738395418691525,67.79400064347462,Proof_Seeker,prop_00539,STORM_DFW_20260128
2544,A,89.5,0.0999,5076 Main St,Dallas,75249.0,32.7554187107908,-96.79407934699881,2.2,59,185304,2067,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,94.46582933496772,86.59285174792102,Proof_Seeker,prop_04076,STORM_DFW_20260128
2545,A,89.5,0.0999,5073 Main St,Dallas,75210.0,32.80764503603688,-96.77031919323123,2.2,66,178894,3288,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,75.44871790795412,59.25431114286115,Family_Protector,prop_04073,STORM_DFW_20260128
2546,A,89.5,0.0999,4440 Main St,Dallas,75202.0,32.72927158343165,-96.81199272814166,2.2,34,190690,4042,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,74.24764850938193,69.39679162557427,Status_Conscious,prop_03440,STORM_DFW_20260128
2547,A,89.5,0.0999,1710 Main St,Dallas,75204.0,32.854768357966904,-96.68165638172097,2.2,44,168547,4432,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,88.62402961871429,87.99662994900153,Family_Protector,prop_00710,STORM_DFW_20260128
2548,A,89.5,0.0999,2346 Main St,Dallas,75230.0,32.730480497764084,-96.9132808918472,2.2,44,147078,2507,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,66.45522721296263,59.61452506466316,Proof_Seeker,prop_01346,STORM_DFW_20260128
2549,A,89.5,0.0999,5187 Main St,Dallas,75218.0,32.8002477524688,-96.84702747783479,2.2,51,146486,2143,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,96.4203426973798,84.03279819824313,Deal_Hunter,prop_04187,STORM_DFW_20260128
2550,A,89.5,0.0999,1554 Main St,Dallas,75216.0,32.8896960807975,-96.6885662941936,2.2,43,188717,2297,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,103.27411639591544,81.09389594452875,Status_Conscious,prop_00554,STORM_DFW_20260128
2551,A,89.5,0.0999,3708 Main St,Dallas,75248.0,32.63196570900999,-96.69155324550603,2.2,47,199033,2649,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,86.47416007813554,81.53029528209105,Proof_Seeker,prop_02708,STORM_DFW_20260128
2552,A,89.5,0.0999,1074 Main St,Dallas,75223.0,32.83875720315428,-96.76645797981637,2.2,45,156106,2231,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,89.43818660228568,74.48914298990884,Family_Protector,prop_00074,STORM_DFW_20260128
2553,A,89.5,0.0999,3327 Main St,Dallas,75217.0,32.62716953155744,-96.69642678195234,2.2,72,192528,1566,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,104.1288093828224,80.68346214452568,Deal_Hunter,prop_02327,STORM_DFW_20260128
2554,A,89.5,0.0999,3657 Main St,Dallas,75210.0,32.881804400335966,-96.86444293646795,2.2,45,162202,3807,joneses,70,1,IMMEDIATE_OUTREACH,,⚡ MODERATE PRESSURE: 1 neighbor replaced roof in last 6 months,94.50554837811194,79.99257941871247,Deal_Hunter,prop_02657,STORM_DFW_20260128
