rank,priority_tier,lead_score,conversion_probability,address,city,zip_code,hail_size,roof_age,property_value,estimated_claim_value,recommended_action,property_id,sii_score,risk_score
2388,A,88.0,0.063,1812 Main St,Dallas,75228.0,2.7,48,288384,8750.0,IMMEDIATE_OUTREACH,prop_00812,95.41632667525984,82.01870107341787
2389,A,88.0,0.063,1808 Main St,Dallas,75227.0,2.7,34,212176,8750.0,IMMEDIATE_OUTREACH,prop_00808,90.7850318230062,77.56995452446212
2390,A,88.0,0.063,1805 Main St,Dallas,75211.0,2.6,60,213806,8750.0,IMMEDIATE_OUTREACH,prop_00805,103.60613409242713,76.50047545695267
2391,A,88.0,0.063,4230 Main St,Dallas,75241.0,2.7,34,284386,8750.0,IMMEDIATE_OUTREACH,prop_03230,83.40252307649246,79.47626373379991
2392,A,88.0,0.063,4229 Main St,Dallas,75201.0,2.9,60,258981,8750.0,IMMEDIATE_OUTREACH,prop_03229,93.66202488376814,91.29188658908252
2393,A,88.0,0.063,4224 Main St,Dallas,75223.0,2.8,55,237161,8750.0,IMMEDIATE_OUTREACH,prop_03224,85.82846679614138,86.77314254224511
2394,A,88.0,0.063,2438 Main St,Dallas,75216.0,2.7,41,296124,8750.0,IMMEDIATE_OUTREACH,prop_01438,95.93692404935452,79.28230811464887
2395,A,88.0,0.063,2435 Main St,Dallas,75231.0,2.7,49,299928,8750.0,IMMEDIATE_OUTREACH,prop_01435,86.16115535544864,82.83219866256387
2396,A,88.0,0.063,2431 Main St,Dallas,75226.0,2.6,42,260150,8750.0,IMMEDIATE_OUTREACH,prop_01431,97.42639313791231,73.3371508123208
2397,A,88.0,0.063,2429 Main St,Dallas,75202.0,2.7,38,246397,8750.0,IMMEDIATE_OUTREACH,prop_01429,88.95716732746695,79.68252280070165
2398,A,88.0,0.063,2428 Main St,Dallas,75220.0,2.7,33,241352,8750.0,IMMEDIATE_OUTREACH,prop_01428,104.3570974446441,77.10286857519687
2399,A,88.0,0.063,3398 Main St,Dallas,75206.0,2.7,58,243002,8750.0,IMMEDIATE_OUTREACH,prop_02398,90.68032435167234,81.68082013072092
2400,A,88.0,0.063,3397 Main St,Dallas,75227.0,2.7,61,219548,8750.0,IMMEDIATE_OUTREACH,prop_02397,88.97445414434169,81.6181537113068
2401,A,88.0,0.063,1824 Main St,Dallas,75210.0,2.6,55,233758,8750.0,IMMEDIATE_OUTREACH,prop_00824,89.39560008383661,73.47445467521338
2402,A,88.0,0.063,4217 Main St,Dallas,75202.0,2.8,59,200288,8750.0,IMMEDIATE_OUTREACH,prop_03217,109.7307104946873,86.6476400518909
2403,A,88.0,0.063,4215 Main St,Dallas,75206.0,2.9,58,217103,8750.0,IMMEDIATE_OUTREACH,prop_03215,90.7653087253455,94.04185675741044
2404,A,88.0,0.063,4212 Main St,Dallas,75218.0,2.8,62,278419,8750.0,IMMEDIATE_OUTREACH,prop_03212,93.6547402456531,85.92062333290322
2405,A,88.0,0.063,4207 Main St,Dallas,75218.0,2.8,34,295369,8750.0,IMMEDIATE_OUTREACH,prop_03207,97.54584334946136,84.03230582165712
2406,A,88.0,0.063,4205 Main St,Dallas,75226.0,2.7,49,213624,8750.0,IMMEDIATE_OUTREACH,prop_03205,88.26086936745482,80.58970895847526
2407,A,88.0,0.063,3418 Main St,Dallas,75224.0,2.8,60,202234,8750.0,IMMEDIATE_OUTREACH,prop_02418,85.50592203096761,87.43714906759823
2408,A,88.0,0.063,3411 Main St,Dallas,75217.0,2.6,55,286399,8750.0,IMMEDIATE_OUTREACH,prop_02411,99.58443109868648,74.44689079893331
2409,A,88.0,0.063,3408 Main St,Dallas,75229.0,2.6,39,298149,8750.0,IMMEDIATE_OUTREACH,prop_02408,95.9570110752272,71.44379509642245
2410,A,88.0,0.063,3405 Main St,Dallas,75235.0,2.6,51,249458,8750.0,IMMEDIATE_OUTREACH,prop_02405,104.03907142764838,75.55854373628245
2411,A,88.0,0.063,3404 Main St,Dallas,75202.0,2.7,69,255216,8750.0,IMMEDIATE_OUTREACH,prop_02404,95.49316783589262,80.1186583634538
2412,A,88.0,0.063,1840 Main St,Dallas,75230.0,2.7,29,256641,8750.0,IMMEDIATE_OUTREACH,prop_00840,91.4673131876108,80.91261025614625
2413,A,88.0,0.063,1836 Main St,Dallas,75235.0,2.8,46,200667,8750.0,IMMEDIATE_OUTREACH,prop_00836,100.91024713784276,85.04835280190565
2414,A,88.0,0.063,1835 Main St,Dallas,75202.0,2.9,29,288512,8750.0,IMMEDIATE_OUTREACH,prop_00835,109.11707661752884,92.37751151782987
2415,A,88.0,0.063,4200 Main St,Dallas,75211.0,2.6,44,299260,8750.0,IMMEDIATE_OUTREACH,prop_03200,88.27790024819471,71.25859896863443
2416,A,88.0,0.063,4195 Main St,Dallas,75254.0,2.7,40,243592,8750.0,IMMEDIATE_OUTREACH,prop_03195,102.41362490967506,78.97032492969345
2417,A,88.0,0.063,4192 Main St,Dallas,75211.0,2.9,76,255597,8750.0,IMMEDIATE_OUTREACH,prop_03192,96.10141521973938,94.89143912037608
2418,A,88.0,0.063,4191 Main St,Dallas,75211.0,2.8,62,221580,8750.0,IMMEDIATE_OUTREACH,prop_03191,89.52253706524787,83.96255949560314
2419,A,88.0,0.063,4188 Main St,Dallas,75228.0,2.6,28,203023,8750.0,IMMEDIATE_OUTREACH,prop_03188,75.81148327911265,75.56490006906009
2420,A,88.0,0.063,1866 Main St,Dallas,75249.0,2.6,41,250027,8750.0,IMMEDIATE_OUTREACH,prop_00866,94.28120478786218,75.70033694553833
2421,A,88.0,0.063,1865 Main St,Dallas,75249.0,2.5,47,299430,8750.0,IMMEDIATE_OUTREACH,prop_00865,91.59058775925487,67.86493230867373
2422,A,88.0,0.063,2404 Main St,Dallas,75208.0,2.7,53,235294,8750.0,IMMEDIATE_OUTREACH,prop_01404,98.99999143470671,78.98289268405833
2423,A,88.0,0.063,3431 Main St,Dallas,75223.0,2.7,38,211494,8750.0,IMMEDIATE_OUTREACH,prop_02431,83.92978230980852,77.076110209385
2424,A,88.0,0.063,3427 Main St,Dallas,75231.0,2.7,58,247093,8750.0,IMMEDIATE_OUTREACH,prop_02427,91.59368507708533,80.33070274618774
2425,A,88.0,0.063,3426 Main St,Dallas,75216.0,2.7,44,204518,8750.0,IMMEDIATE_OUTREACH,prop_02426,104.8945247681858,78.12847213674242
2426,A,88.0,0.063,3423 Main St,Dallas,75249.0,2.9,63,294877,8750.0,IMMEDIATE_OUTREACH,prop_02423,101.4890340390738,90.3499264457549
2427,A,88.0,0.063,3421 Main St,Dallas,75241.0,2.7,48,277944,8750.0,IMMEDIATE_OUTREACH,prop_02421,98.6876293372396,78.1900862597347
2428,A,88.0,0.063,1860 Main St,Dallas,75218.0,2.6,37,284491,8750.0,IMMEDIATE_OUTREACH,prop_00860,82.68109199189001,74.79932860350335
2429,A,88.0,0.063,1859 Main St,Dallas,75237.0,2.7,47,247224,8750.0,IMMEDIATE_OUTREACH,prop_00859,91.3083419320194,77.80072577690456
2430,A,88.0,0.063,1854 Main St,Dallas,75223.0,2.6,61,216739,8750.0,IMMEDIATE_OUTREACH,prop_00854,93.99698133984444,73.46447987334558
2431,A,88.0,0.063,4185 Main St,Dallas,75235.0,2.6,63,297312,8750.0,IMMEDIATE_OUTREACH,prop_03185,92.66587332507724,71.013565796419
2432,A,88.0,0.063,4182 Main St,Dallas,75206.0,2.8,46,207100,8750.0,IMMEDIATE_OUTREACH,prop_03182,97.79871416329892,85.13411929994037
2433,A,88.0,0.063,4181 Main St,Dallas,75206.0,2.7,69,226818,8750.0,IMMEDIATE_OUTREACH,prop_03181,92.38653235701948,77.9240440535085
2434,A,88.0,0.063,4177 Main St,Dallas,75202.0,2.6,58,218517,8750.0,IMMEDIATE_OUTREACH,prop_03177,103.20708925905664,75.73362435009773
2435,A,88.0,0.063,4173 Main St,Dallas,75230.0,2.5,36,217412,8750.0,IMMEDIATE_OUTREACH,prop_03173,67.85687173028472,69.76720149889856
2436,A,88.0,0.063,1880 Main St,Dallas,75243.0,2.6,53,215600,8750.0,IMMEDIATE_OUTREACH,prop_00880,90.01830906897648,72.12400961384922
2437,A,88.0,0.063,1875 Main St,Dallas,75227.0,2.7,61,256656,8750.0,IMMEDIATE_OUTREACH,prop_00875,87.74452638371966,76.8307896718592
2438,A,88.0,0.063,1870 Main St,Dallas,75216.0,2.9,77,277657,8750.0,IMMEDIATE_OUTREACH,prop_00870,103.93557520697334,95.25235370496571
2439,A,88.0,0.063,4167 Main St,Dallas,75226.0,2.7,34,278380,8750.0,IMMEDIATE_OUTREACH,prop_03167,88.02382418448647,77.19321805108011
2440,A,88.0,0.063,4165 Main St,Dallas,75253.0,2.6,56,201042,8750.0,IMMEDIATE_OUTREACH,prop_03165,107.15789342710758,76.39866981527236
2441,A,88.0,0.063,4161 Main St,Dallas,75204.0,2.6,39,207975,8750.0,IMMEDIATE_OUTREACH,prop_03161,64.87869678146899,71.38868174468922
2442,A,88.0,0.063,3439 Main St,Dallas,75249.0,2.7,45,250296,8750.0,IMMEDIATE_OUTREACH,prop_02439,96.92631661902004,80.0033867954285
2443,A,88.0,0.063,3438 Main St,Dallas,75218.0,2.8,64,270241,8750.0,IMMEDIATE_OUTREACH,prop_02438,95.09089478998226,84.90990992921645
2444,A,88.0,0.063,3436 Main St,Dallas,75228.0,3.0,64,251800,8750.0,IMMEDIATE_OUTREACH,prop_02436,88.33135141357936,97.52344126192382
2445,A,88.0,0.063,2410 Main St,Dallas,75216.0,2.7,38,261142,8750.0,IMMEDIATE_OUTREACH,prop_01410,92.8265680036294,76.79531933816494
2446,A,88.0,0.063,4154 Main St,Dallas,75216.0,2.6,55,205726,8750.0,IMMEDIATE_OUTREACH,prop_03154,94.14899902511614,74.57041307857418
2447,A,88.0,0.063,4153 Main St,Dallas,75214.0,2.7,67,257824,8750.0,IMMEDIATE_OUTREACH,prop_03153,96.47963619924548,77.92288256361358
2448,A,88.0,0.063,4150 Main St,Dallas,75243.0,2.8,53,260943,8750.0,IMMEDIATE_OUTREACH,prop_03150,91.88053920399187,85.55541988348523
2449,A,88.0,0.063,4145 Main St,Dallas,75228.0,2.6,63,240524,8750.0,IMMEDIATE_OUTREACH,prop_03145,91.18602171200254,72.19397736876856
2450,A,88.0,0.063,4144 Main St,Dallas,75206.0,2.7,32,229554,8750.0,IMMEDIATE_OUTREACH,prop_03144,107.0453261853547,79.27045219402214
2451,A,88.0,0.063,4140 Main St,Dallas,75210.0,2.6,52,290700,8750.0,IMMEDIATE_OUTREACH,prop_03140,94.83114213895024,76.56978402372948
2452,A,88.0,0.063,1897 Main St,Dallas,75235.0,2.7,59,224236,8750.0,IMMEDIATE_OUTREACH,prop_00897,88.7666515483256,83.24408722536938
2453,A,88.0,0.063,3470 Main St,Dallas,75206.0,2.8,58,247711,8750.0,IMMEDIATE_OUTREACH,prop_02470,109.88616117645738,85.81072216795828
2454,A,88.0,0.063,3468 Main St,Dallas,75220.0,2.8,32,295984,8750.0,IMMEDIATE_OUTREACH,prop_02468,102.58633628474097,85.51622543013632
2455,A,88.0,0.063,3467 Main St,Dallas,75237.0,2.7,29,262020,8750.0,IMMEDIATE_OUTREACH,prop_02467,105.4172261131774,78.56893089846739
2456,A,88.0,0.063,3465 Main St,Dallas,75207.0,2.8,55,279679,8750.0,IMMEDIATE_OUTREACH,prop_02465,105.80985599288742,87.69969817865257
2457,A,88.0,0.063,3455 Main St,Dallas,75223.0,2.7,44,246404,8750.0,IMMEDIATE_OUTREACH,prop_02455,86.8984044214479,81.88292241078264
2458,A,88.0,0.063,3454 Main St,Dallas,75202.0,2.5,27,295974,8750.0,IMMEDIATE_OUTREACH,prop_02454,74.11007023911033,69.22709693788751
2459,A,88.0,0.063,3452 Main St,Dallas,75237.0,2.6,58,242343,8750.0,IMMEDIATE_OUTREACH,prop_02452,102.82694246954313,72.22213386960313
2460,A,88.0,0.063,1887 Main St,Dallas,75223.0,2.9,34,230856,8750.0,IMMEDIATE_OUTREACH,prop_00887,109.93225110568063,90.0862028864
2461,A,88.0,0.063,1886 Main St,Dallas,75253.0,2.6,56,267591,8750.0,IMMEDIATE_OUTREACH,prop_00886,106.5781484254002,73.9816333636772
2462,A,88.0,0.063,4138 Main St,Dallas,75243.0,2.6,75,293309,8750.0,IMMEDIATE_OUTREACH,prop_03138,94.87435790912112,75.69914306924277
2463,A,88.0,0.063,4134 Main St,Dallas,75226.0,3.0,67,265977,8750.0,IMMEDIATE_OUTREACH,prop_03134,98.059739461331,101.913361548162
2464,A,88.0,0.063,4127 Main St,Dallas,75226.0,2.7,54,207285,8750.0,IMMEDIATE_OUTREACH,prop_03127,93.59916294329489,82.90698840539584
2465,A,88.0,0.063,4126 Main St,Dallas,75254.0,2.8,65,200743,8750.0,IMMEDIATE_OUTREACH,prop_03126,87.12364797845618,83.8958848476486
2466,A,88.0,0.063,4123 Main St,Dallas,75214.0,2.8,27,261435,8750.0,IMMEDIATE_OUTREACH,prop_03123,94.51764012679466,89.4988481126923
2467,A,88.0,0.063,4120 Main St,Dallas,75231.0,2.7,37,239343,8750.0,IMMEDIATE_OUTREACH,prop_03120,76.73210686668837,76.94897377388587
2468,A,88.0,0.063,4111 Main St,Dallas,75216.0,2.5,71,210621,8750.0,IMMEDIATE_OUTREACH,prop_03111,67.02487627360361,69.94527549958683
2469,A,88.0,0.063,1911 Main St,Dallas,75230.0,2.7,47,262591,8750.0,IMMEDIATE_OUTREACH,prop_00911,92.69166034932128,81.29159434560943
2470,A,88.0,0.063,1909 Main St,Dallas,75226.0,2.7,61,223389,8750.0,IMMEDIATE_OUTREACH,prop_00909,87.57023543839722,77.13082688561182
2471,A,88.0,0.063,2374 Main St,Dallas,75216.0,2.6,34,226421,8750.0,IMMEDIATE_OUTREACH,prop_01374,69.23487529123007,72.36327098597951
2472,A,88.0,0.063,2363 Main St,Dallas,75227.0,2.5,32,213616,8750.0,IMMEDIATE_OUTREACH,prop_01363,63.7445248170905,67.65313268510548
2473,A,88.0,0.063,3482 Main St,Dallas,75230.0,2.8,59,246611,8750.0,IMMEDIATE_OUTREACH,prop_02482,101.18196286086184,86.50830423257729
2474,A,88.0,0.063,3476 Main St,Dallas,75241.0,2.5,16,521303,8750.0,IMMEDIATE_OUTREACH,prop_02476,81.8528880050149,64.8648893777428
2475,A,88.0,0.063,3475 Main St,Dallas,75228.0,2.7,53,246926,8750.0,IMMEDIATE_OUTREACH,prop_02475,95.68240866387112,76.97927410839641
2476,A,88.0,0.063,3474 Main St,Dallas,75201.0,2.7,53,263568,8750.0,IMMEDIATE_OUTREACH,prop_02474,90.76100247966966,76.77678650011981
2477,A,88.0,0.063,1906 Main St,Dallas,75217.0,2.7,52,219162,8750.0,IMMEDIATE_OUTREACH,prop_00906,96.24922596653238,77.72211509462855
2478,A,88.0,0.063,1902 Main St,Dallas,75231.0,2.6,38,215916,8750.0,IMMEDIATE_OUTREACH,prop_00902,69.15688286085327,72.15424822318226
2479,A,88.0,0.063,1901 Main St,Dallas,75229.0,2.5,25,228689,8750.0,IMMEDIATE_OUTREACH,prop_00901,75.92143599983073,67.15853789184031
2480,A,88.0,0.063,4106 Main St,Dallas,75229.0,2.5,38,249202,8750.0,IMMEDIATE_OUTREACH,prop_03106,98.98496837593136,69.63792269811034
2481,A,88.0,0.063,4105 Main St,Dallas,75249.0,2.6,73,220269,8750.0,IMMEDIATE_OUTREACH,prop_03105,98.44916316772692,72.39027588781266
2482,A,88.0,0.063,4094 Main St,Dallas,75218.0,2.5,54,206084,8750.0,IMMEDIATE_OUTREACH,prop_03094,76.75382300031933,66.89188876130513
2483,A,88.0,0.063,1922 Main St,Dallas,75217.0,2.6,60,211231,8750.0,IMMEDIATE_OUTREACH,prop_00922,107.83052228209668,75.95185709995783
2484,A,88.0,0.063,1919 Main St,Dallas,75238.0,2.6,54,270530,8750.0,IMMEDIATE_OUTREACH,prop_00919,87.51806958504433,75.42478363978674
2485,A,88.0,0.063,4085 Main St,Dallas,75229.0,2.6,37,206030,8750.0,IMMEDIATE_OUTREACH,prop_03085,73.12253881524985,72.25583776959542
2486,A,88.0,0.063,4079 Main St,Dallas,75206.0,2.6,59,237914,8750.0,IMMEDIATE_OUTREACH,prop_03079,96.35592459562405,76.06291568555238
2487,A,88.0,0.063,4077 Main St,Dallas,75212.0,2.6,52,298281,8750.0,IMMEDIATE_OUTREACH,prop_03077,99.8946886903846,74.44129865941244
2488,A,88.0,0.063,1946 Main St,Dallas,75238.0,2.6,51,213057,8750.0,IMMEDIATE_OUTREACH,prop_00946,100.10584059809293,74.04888466344268
2489,A,88.0,0.063,3496 Main St,Dallas,75254.0,2.7,68,228431,8750.0,IMMEDIATE_OUTREACH,prop_02496,104.2455850048448,81.80836612451553
2490,A,88.0,0.063,3495 Main St,Dallas,75253.0,2.7,42,209169,8750.0,IMMEDIATE_OUTREACH,prop_02495,100.98097095382498,79.66209647497142
2491,A,88.0,0.063,3493 Main St,Dallas,75248.0,2.9,58,222123,8750.0,IMMEDIATE_OUTREACH,prop_02493,95.65622650401944,90.53239240064204
2492,A,88.0,0.063,3488 Main St,Dallas,75241.0,2.8,76,296185,8750.0,IMMEDIATE_OUTREACH,prop_02488,93.82610898634532,89.01719673428305
2493,A,88.0,0.063,3487 Main St,Dallas,75224.0,2.5,31,295634,8750.0,IMMEDIATE_OUTREACH,prop_02487,72.59946099137686,67.40332807366487
2494,A,88.0,0.063,2378 Main St,Dallas,75224.0,3.0,69,284461,8750.0,IMMEDIATE_OUTREACH,prop_01378,100.04721556344867,100.9978831668495
2495,A,88.0,0.063,2377 Main St,Dallas,75229.0,2.8,51,237978,8750.0,IMMEDIATE_OUTREACH,prop_01377,90.01860727598267,85.0767896163099
2496,A,88.0,0.063,2376 Main St,Dallas,75207.0,2.6,54,202295,8750.0,IMMEDIATE_OUTREACH,prop_01376,86.24442640614404,76.62613564607116
2497,A,88.0,0.063,1945 Main St,Dallas,75207.0,2.8,51,218854,8750.0,IMMEDIATE_OUTREACH,prop_00945,99.71376340662762,84.40156092462215
2498,A,88.0,0.063,1944 Main St,Dallas,75212.0,2.9,73,287776,8750.0,IMMEDIATE_OUTREACH,prop_00944,101.31482694833312,95.2273590022372
2499,A,88.0,0.063,1937 Main St,Dallas,75249.0,3.0,56,298973,8750.0,IMMEDIATE_OUTREACH,prop_00937,99.2093543285825,98.73342551318184
2500,A,88.0,0.063,1935 Main St,Dallas,75220.0,2.8,66,243204,8750.0,IMMEDIATE_OUTREACH,prop_00935,93.02704072414616,86.20261975965042
2501,A,88.0,0.063,1933 Main St,Dallas,75218.0,2.6,25,243882,8750.0,IMMEDIATE_OUTREACH,prop_00933,68.0099916156095,71.30212919304513
2502,A,88.0,0.063,1931 Main St,Dallas,75224.0,2.7,53,292622,8750.0,IMMEDIATE_OUTREACH,prop_00931,89.70693860060224,81.85112500806756
2503,A,88.0,0.063,4072 Main St,Dallas,75207.0,2.6,34,239799,8750.0,IMMEDIATE_OUTREACH,prop_03072,66.58716052648683,76.48528741151885
2504,A,88.0,0.063,4069 Main St,Dallas,75248.0,2.7,47,217376,8750.0,IMMEDIATE_OUTREACH,prop_03069,89.56825694347134,81.38294094321103
2505,A,88.0,0.063,4064 Main St,Dallas,75202.0,2.9,34,233374,8750.0,IMMEDIATE_OUTREACH,prop_03064,90.87318835744308,90.6780631458088
2506,A,88.0,0.063,4060 Main St,Dallas,75231.0,2.6,41,256123,8750.0,IMMEDIATE_OUTREACH,prop_03060,94.4458166808308,76.13220154650098
2507,A,88.0,0.063,2331 Main St,Dallas,75243.0,2.7,70,277956,8750.0,IMMEDIATE_OUTREACH,prop_01331,90.31175256264164,80.3862709333333
2508,A,88.0,0.063,3500 Main St,Dallas,75249.0,2.5,49,205695,8750.0,IMMEDIATE_OUTREACH,prop_02500,72.88457866113893,69.07257793250983
2509,A,88.0,0.063,2361 Main St,Dallas,75227.0,2.8,51,200002,8750.0,IMMEDIATE_OUTREACH,prop_01361,104.2498402671154,85.46493664577571
2510,A,88.0,0.063,2360 Main St,Dallas,75226.0,2.9,54,241191,8750.0,IMMEDIATE_OUTREACH,prop_01360,100.20927163236826,94.45466792387867
2511,A,88.0,0.063,4057 Main St,Dallas,75226.0,2.8,31,245901,8750.0,IMMEDIATE_OUTREACH,prop_03057,105.58888019505372,88.30437250094514
2512,A,88.0,0.063,4055 Main St,Dallas,75226.0,3.0,70,251776,8750.0,IMMEDIATE_OUTREACH,prop_03055,99.20843238265915,96.84855637912725
2513,A,88.0,0.063,4050 Main St,Dallas,75212.0,2.6,45,245934,8750.0,IMMEDIATE_OUTREACH,prop_03050,100.06078516376044,72.20208388818877
2514,A,88.0,0.063,4047 Main St,Dallas,75235.0,2.8,59,249264,8750.0,IMMEDIATE_OUTREACH,prop_03047,88.03384805058704,84.38509563214559
2515,A,88.0,0.063,1961 Main St,Dallas,75217.0,2.9,69,247195,8750.0,IMMEDIATE_OUTREACH,prop_00961,90.31306739677554,95.04646635334232
2516,A,88.0,0.063,1959 Main St,Dallas,75208.0,2.6,57,205514,8750.0,IMMEDIATE_OUTREACH,prop_00959,101.9637371928387,73.13835547292969
2517,A,88.0,0.063,1958 Main St,Dallas,75220.0,2.5,34,220480,8750.0,IMMEDIATE_OUTREACH,prop_00958,64.56645080178683,68.9555979529385
2518,A,88.0,0.063,2319 Main St,Dallas,75231.0,2.6,62,204476,8750.0,IMMEDIATE_OUTREACH,prop_01319,94.77182128969616,76.20604025077205
2519,A,88.0,0.063,3522 Main St,Dallas,75229.0,2.7,58,296984,8750.0,IMMEDIATE_OUTREACH,prop_02522,101.328975186665,81.2535357355045
2520,A,88.0,0.063,3520 Main St,Dallas,75227.0,2.7,68,213211,8750.0,IMMEDIATE_OUTREACH,prop_02520,106.6175185488704,78.3596565077261
2521,A,88.0,0.063,3518 Main St,Dallas,75211.0,2.5,71,220034,8750.0,IMMEDIATE_OUTREACH,prop_02518,76.27918149888399,67.6369597690345
2522,A,88.0,0.063,3515 Main St,Dallas,75226.0,2.9,36,229672,8750.0,IMMEDIATE_OUTREACH,prop_02515,109.04842222750317,92.24602695905986
2523,A,88.0,0.063,2343 Main St,Dallas,75202.0,2.6,41,255841,8750.0,IMMEDIATE_OUTREACH,prop_01343,85.34907657548251,73.34625279258742
2524,A,88.0,0.063,2340 Main St,Dallas,75248.0,2.6,35,216143,8750.0,IMMEDIATE_OUTREACH,prop_01340,64.00342183997458,75.17953367782314
2525,A,88.0,0.063,1947 Main St,Dallas,75230.0,2.6,63,221175,8750.0,IMMEDIATE_OUTREACH,prop_00947,94.32079518312412,72.02981416539782
2526,A,88.0,0.063,4038 Main St,Dallas,75237.0,2.7,33,220406,8750.0,IMMEDIATE_OUTREACH,prop_03038,93.54240980693892,79.96029756677116
2527,A,88.0,0.063,4035 Main St,Dallas,75216.0,2.8,41,267977,8750.0,IMMEDIATE_OUTREACH,prop_03035,98.08853879780656,87.00365273049216
2528,A,88.0,0.063,4033 Main St,Dallas,75202.0,2.7,48,258184,8750.0,IMMEDIATE_OUTREACH,prop_03033,93.90861989508636,79.98240901380012
2529,A,88.0,0.063,1978 Main St,Dallas,75208.0,2.6,62,210040,8750.0,IMMEDIATE_OUTREACH,prop_00978,101.77263023090562,72.12573402723854
2530,A,88.0,0.063,1976 Main St,Dallas,75241.0,2.8,59,238509,8750.0,IMMEDIATE_OUTREACH,prop_00976,97.92458528951246,87.20735322446208
2531,A,88.0,0.063,1973 Main St,Dallas,75238.0,2.6,51,204935,8750.0,IMMEDIATE_OUTREACH,prop_00973,95.31010940328748,75.03563928874735
2532,A,88.0,0.063,1971 Main St,Dallas,75211.0,2.6,44,252520,8750.0,IMMEDIATE_OUTREACH,prop_00971,81.39067419502793,76.05184262228124
2533,A,88.0,0.063,4022 Main St,Dallas,75208.0,2.6,47,282814,8750.0,IMMEDIATE_OUTREACH,prop_03022,103.70280941207967,72.18182874357663
2534,A,88.0,0.063,4011 Main St,Dallas,75217.0,2.6,43,215112,8750.0,IMMEDIATE_OUTREACH,prop_03011,95.04887272299456,70.21517008570981
2535,A,88.0,0.063,1991 Main St,Dallas,75254.0,2.8,59,207773,8750.0,IMMEDIATE_OUTREACH,prop_00991,93.84003778372312,83.42020304465052
2536,A,88.0,0.063,1989 Main St,Dallas,75226.0,2.7,33,272713,8750.0,IMMEDIATE_OUTREACH,prop_00989,92.28686483879352,78.72041459187737
2537,A,88.0,0.063,1987 Main St,Dallas,75210.0,2.8,69,234131,8750.0,IMMEDIATE_OUTREACH,prop_00987,98.79859510129924,85.07813221109288
2538,A,88.0,0.063,1984 Main St,Dallas,75206.0,2.5,38,216305,8750.0,IMMEDIATE_OUTREACH,prop_00984,86.66932583179106,67.9324103275874
2539,A,88.0,0.063,2299 Main St,Dallas,75208.0,3.0,67,210812,8750.0,IMMEDIATE_OUTREACH,prop_01299,90.38575222374324,98.43661442511062
2540,A,88.0,0.063,3544 Main St,Dallas,75211.0,2.7,58,200086,8750.0,IMMEDIATE_OUTREACH,prop_02544,100.55496490508834,79.62488662526604
2541,A,88.0,0.063,3543 Main St,Dallas,75237.0,2.6,65,252054,8750.0,IMMEDIATE_OUTREACH,prop_02543,102.17565684507838,73.08061041026474
2542,A,88.0,0.063,3542 Main St,Dallas,75217.0,2.9,73,298210,8750.0,IMMEDIATE_OUTREACH,prop_02542,89.47567142838739,93.61488481135348
2543,A,88.0,0.063,3540 Main St,Dallas,75220.0,2.8,30,232705,8750.0,IMMEDIATE_OUTREACH,prop_02540,101.95858686229008,88.10889913948685
2544,A,88.0,0.063,3539 Main St,Dallas,75207.0,2.6,50,202320,8750.0,IMMEDIATE_OUTREACH,prop_02539,90.90660018764336,75.23249074559808
2545,A,88.0,0.063,2329 Main St,Dallas,75201.0,2.9,66,213415,8750.0,IMMEDIATE_OUTREACH,prop_01329,85.82927341069632,92.62971279780923
2546,A,88.0,0.063,2327 Main St,Dallas,75237.0,2.7,62,237084,8750.0,IMMEDIATE_OUTREACH,prop_01327,92.396924984421,82.42004394351432
2547,A,88.0,0.063,2325 Main St,Dallas,75226.0,2.8,55,201948,8750.0,IMMEDIATE_OUTREACH,prop_01325,97.1537971752734,86.50457442213943
2548,A,88.0,0.063,1979 Main St,Dallas,75209.0,2.8,61,296147,8750.0,IMMEDIATE_OUTREACH,prop_00979,91.02017126125314,87.2525844896106
2549,A,88.0,0.063,4009 Main St,Dallas,75249.0,2.6,48,269414,8750.0,IMMEDIATE_OUTREACH,prop_03009,94.64928201791191,75.59806365000624
2550,A,88.0,0.063,3997 Main St,Dallas,75214.0,2.6,68,260247,8750.0,IMMEDIATE_OUTREACH,prop_02997,91.0213286244858,72.63241459537996
2551,A,88.0,0.063,3561 Main St,Dallas,75214.0,2.7,60,236371,8750.0,IMMEDIATE_OUTREACH,prop_02561,101.82563289815477,82.94320063617057
2552,A,88.0,0.063,3556 Main St,Dallas,75214.0,2.7,56,212262,8750.0,IMMEDIATE_OUTREACH,prop_02556,94.0267358480139,81.09928907546416
2553,A,88.0,0.063,3550 Main St,Dallas,75248.0,2.7,51,204980,8750.0,IMMEDIATE_OUTREACH,prop_02550,98.07762469910058,76.692903518213
2554,A,88.0,0.063,2309 Main St,Dallas,75248.0,2.8,67,285017,8750.0,IMMEDIATE_OUTREACH,prop_01309,102.56361539190242,83.81700167177621
2555,A,88.0,0.063,3992 Main St,Dallas,75218.0,2.6,46,266038,8750.0,IMMEDIATE_OUTREACH,prop_02992,93.31803548906082,75.71612359103761
2556,A,88.0,0.063,3990 Main St,Dallas,75202.0,2.8,68,265963,8750.0,IMMEDIATE_OUTREACH,prop_02990,105.89781699060984,89.76778640158429
